concept1,concept2
cardboard_box,raise_feet_under_table
cardboard_box,sell_cereal
cardboard_box,separate_loose_materials
cardboard_box,ship_products
cardboard_box,shipping_things_in
cardboard_box,stack_products
cardboard_box,start_fire
cardboard_box,store_christmas_decorations
cardboard_box,storing_items
cardboard_boxes,ship_things_through_mail
cards,play
cards,play_games
cargo,carrying_on_barges
cargo,hiding_in
cargo,justify_trip
cargo,ship_by_sea
cargo,smuggling
cargo,transport
cargo,transporting_people's_goods
carpet,cover_floor
carpet,cover_old_linoleum_floor
carpet,covering_bloodstains_on_wood_floors
carpet,covering_floor
carpet,covering_ugly_floor
carpet,decorate_walls
carpet,decorating_apartment
carpet,decoration
carpet,decoration_of_home
carpet,dogs_to_soil
carpet,fleas_to_hide_in
carpet,flooring
carpet,insulation
carpet,laying_on_floor
carpet,protecting_feet_from_floor
carpet,provide_comfort
carpet,reducing_vibrations
carpet,room_decoration
carpet,saving_floor
carpet,shampooing
carpet,sitting_or_kneeling_on
carpet,soft_surface_for_feet
carpet,soften_steps
carpet,walk_on
carpet,walking_on
carpeting,catching_durt_and_dust_mites
carpeting,comfort
carpeting,cover_bare_floors
carpeting,cover_floor
carpeting,cover_ugly_flooring
carpeting,covering_bare_floor
carpeting,covering_floor
carpeting,covering_floors
carpeting,decoration
carpeting,floors
carpeting,home_decoration
carpeting,insulation
carpeting,lying_on
carpeting,making_floors_look_nicer
carpeting,making_floors_more_comfortable
carpeting,making_room_feel_warmer
carpeting,noise_reduction
carpeting,reducing_noise_in_apartment_building
carpeting,sitting_on
carpeting,softening_sounds_of_footsteps
carpeting,sound_proofing
carpeting,utility
carpeting,walking_on
carpeting,warmth
carrier_bag,carry
carrier_bag,carry_books_and_papers
carrier_bag,carry_groceries
carrier_bag,carry_things
carrier_bag,carrying_clothes
carrier_bag,carrying_objects_conveniently_while_traveling
carrier_bag,carrying_things
carrier_bag,holding_objects
carrier_bag,holding_things
carrier_bag,packing_into
carrier_bag,put_shopping_in
carrier_bag,put_stuff_into
carrier_bag,shopping
carrier_bag,stuff
carrier_bag,travelling
carry_on_bag,airline_travel
carry_on_bag,books
carry_on_bag,bring_luggage_on_to_plane
carry_on_bag,carry_personal_items
carry_on_bag,cigarettes
carry_on_bag,magazines
carry_on_bag,money
carry_on_bag,music_playing_devices
carry_on_bag,store_small_personal_items
carry_on_bag,taking_needed_items_onto_ariplane
carry_on_bag,toting_small_items
cars,go_from_place_to_place
cars,moving_people_between_distant_place
cars,transport_people
cars,travel_from_place_to_place
carving_knives,slice_roast_meat_into_portions
carwash,cleaning_cars
case_of_beer,adults
case_of_beer,becoming_intoxicated
case_of_beer,bringing_to_party
case_of_beer,celebration
case_of_beer,ease_of_carrying
case_of_beer,get_faced
case_of_beer,getting_overly_drunk
case_of_beer,have_fun
case_of_beer,have_party
case_of_beer,hold_open_door
case_of_beer,holding_beer
case_of_beer,marketing
case_of_beer,nefarious_purposes
case_of_beer,party
case_of_beer,passing_out_cans
case_of_beer,prop_door_open
case_of_beer,providing_drinks_for_party
case_of_beer,standing_on
case_of_beer,starting_party
case_of_beer,stocking_fridge_with_beer
case_of_beer,storing
cash,bribe
cash,buy_food_or_clothes
cash,buy_things
cash,buy_things_with
cash,buying_gas
cash,buying_items
cash,buying_things
cash,do_almost
cash,flaunting
cash,giving_away
cash,handle_emergencies
cash,hoarding
cash,impress
cash,keep_wallet_from_feeling_empty
cash,make_purchases_at_most_stores
cash,pay
cash,pay_for_goods
cash,paying_bill
cash,purchase_things
cash,purchase_things_under_table
cash,putting_in_bank
cash,shopping
cash_bill,being_untraceable
cash_bill,buy
cash_bill,buy_goods_or_services
cash_bill,pay
cash_bill,paying_for_items
cash_bill,purchase
cash_bill,spend
cash_coin,buy
cash_coin,making_purchases
cash_coin,vending_machine
cash_to,impress
cash_token,bus_ride
cash_token,collecting
cash_token,magic_tricks
cash_token,making_wish
cash_token,pay
cash_token,pay_for_subway
cash_token,paying
cash_token,paying_for_gods_without_cash
cash_token,playing_games
cash_token,playing_video_game
cash_token,riding_subway
cash_token,taking_bus
cash_token,using_instead_of_cash
cashing_in,checks
cashing_in,exchanging_tokens_for_money
cashing_in,gamblers
cashing_in,getting_money
cashing_in,getting_out
cashing_in,liquidating
cashing_in,losers
cashing_in,making_money
cashing_in,people_who_want_there_money_now
cashing_in,people_with_money
cashing_in,protecting_yourself
cashing_in,taking_account_of_transactions
cashing_in,winners
castanets,accentuate_rhythm
castanets,accompanying_spanish_music
castanets,accompanying_spanish_music_and_dance
castanets,clapping_together
castanets,create_percussion_music
castanets,create_percussion_music_while_dancing
castanets,dancing
castanets,dancing_to
castanets,flamenco_dancing
castanets,making_noise
castanets,music
castanets,playing_spanish_music
castanets,playing_spanish_rhythm
castanets,providing_rhythms
castanets,rhythm
castanets,rythym
castle,capturing_pawn
castle,enhancing_prestige
castle,exploring
castle,fairy_tale_place
castle,fun
castle,guarding_against_people
castle,housing_king
castle,housing_prince
castle,housing_princess
castle,housing_queen
castle,important_building_in_historical_times
castle,king's_home
castle,kings
castle,protected_dwelling
castle,shelter_during_battle
castle,touring
cat,being_household_pet
cat,catch_mice
cat,companion_to_humans
cat,companionship
cat,delight_child
cat,dust_ceiling
cat,find_comfort
cat,have_pet
cat,hunt_mice
cat,keep_feet_warm
cat,keep_mice_away
cat,killing_mice
cat,pet
cat,petting
cat,play_with_and_make_laugh
cat,small_dictator
cat_whiskers,navigate_cat_through_darkness
catching_mumps,becoming_ill
catching_mumps,becoming_sick
catching_mumps,being_infected
catching_mumps,childhood_illness
catching_mumps,getting_ill
catching_mumps,getting_sick_and_having_fat_cheeks
catching_mumps,not_getting_mumps_again
catching_mumps,paying_off_doctor's_student_loan
catgut,unite_by_suturing
catherine_havasi,artificial_intelligence
catnip,making_cat_happy
cats,catch_mice
cats,make_people_happy
catwalk,cross_difficult_area
catwalk,displaying_new_fashion_clothes
catwalk,getting_around
catwalk,models_to_demonstrate_new_clothes
catwalk,walk_above_action
catwalk,walk_on
catwalk,walking_cats
cave,archeology
cave,avoiding_bad_weather
cave,darkness
cave,exploration
cave,hibernating
cave,hide
cave,hide_out_from_law
cave,hiding
cave,home
cave,mining_salt
cave,play
cave,refuge
cave,selling_tours
cave,sleeping
cave,store_wine
cave,take_cover_in
cavity,dentists_to_drill_and_fill
cavity,fill
cavity,stuffing_with
cctv,detecting_crime
cctv,deterring_crime
cctv,evidence
cd,analyze_dna_hybridization
cd,archiving
cd,backing_up_important_computer_files
cd,computer_software
cd,distribute_music
cd,distribution_of_data
cd,distribution_of_music
cd,file_storage
cd,investing_money
cd,listen_to_music
cd,listening_to_music
cd,loading_computer_programs
cd,playing_music
cd,putting_in_computer
cd,recording_information
cd,recording_music
cd,store_binary_information
cd,store_information
cd,storing_data
cd,storing_information
cd,storing_music
cd,writing_data_optically_with_laser
cd_player,play_audio_cds
cd_player,playing_cd
cd_player,playing_music_compact_discs
cd_recorders,pirate_software
cd_rom,storing_information
cds,rest_drinks_on
ceiling,being_decorated
ceiling,being_flat_vaulted_or_peaked
ceiling,closing_top_of_room
ceiling,cover
ceiling,covering_room
ceiling,hang_plants
ceiling,hang_things
ceiling,lighting_system_or_fan
ceiling,mounting_lights
ceiling,painting
ceiling,supporting_roof
ceiling_joist,ceiling_support
celebrating,50_year_anniversary
celebrating,acknowledging_significant_event
celebrating,bar_mitzvas
celebrating,bas_mitzvas
celebrating,building_society
celebrating,completion
celebrating,demonstrating_appreciation_of
celebrating,demonstrating_enjoyment_about
celebrating,emotional_reaction_to_victory
celebrating,enjoying_mutual_satisfaction
celebrating,enjoying_win
celebrating,fun
celebrating,happy_occasions
celebrating,having_fun
celebrating,having_good_time
celebrating,having_party
celebrating,partying
celebrating,recognizing_accomplishment
celebrating,rewarding_yourself
celebrating,satisfaction
celebrating,success
celebrating,victory
celebrating,winning
celery,stir_punch
cellar,basement
cellar,hide_from_tornados
cellar,lock_up
cellar,store_fall_produce
cellar,store_junk
cellar,stored_homemade_preserves
cellar,storing_apples
cellar,storing_onions
cellar,storing_root_vegetables
cellar,storing_things
cellar,storing_wine
cellar,storing_wines
cellar,wine
cello,creating_music
cello,make_music
cello,music
cello,play_quartet
cello,play_tune
cello,play_wonderful_music
cello,playing_in_orchestra
cello,playing_in_quartet
cellphone,communication
cellular_telephone,call
cellular_telephone,call
cemetery,bury_corpse
cemetery,bury_loved_ones
cemetery,bury_people_who_dead
cemetery,burying_cadavers_of_dead_people
cemetery,burying_dead
cemetery,collect_data_on_dead_ancestors
cemetery,dead_bodies
cemetery,placing_tombstones
cemetery,remember_dead
cemetery,rememberance_of_mortality
cemetery,remembering
cemetery,remembering_dead_people
cemetery,reminding_of_dead
cemetery,store_dead_people
cemetery,storing_old_bones
cemetery,visiting_dead_people
censuses,determine_population
center_passage,going_between_two_places
center_passage,moving_between_places_inside_vehicle
central_passage,access_rooms
central_passage,connecting_two_different_locations
central_passage,for_putting_sales_stands
central_passage,meeting_clandestinely
central_passage,moving
central_passage,orient_oneself
central_passage,passage
central_passage,traverse_two_major_zones
cereal_bowl,breakfast_food
cereal_bowl,cereal
cereal_bowl,contain_cereal
cereal_bowl,eat_breakfast
cereal_bowl,eat_cereal
cereal_bowl,eat_cold_cereal
cereal_bowl,eat_leftovers
cereal_bowl,eat_oatmeal
cereal_bowl,eat_tofu_and_mayonnaise
cereal_bowl,eating_cereal
cereal_bowl,hold_cereal_and_milk
cereal_bowl,hold_soup
cereal_bowl,love
cereal_bowl,mix_foods
cereal_bowl,serve_cereal
cereal_bowl,spagetti
cereal_bowl,store_foods_temporarily
chaimois,dry_off_car
chain,decoration
chain,hit_not_recommended
chain,holding_dog
chain,keep_bicycle_locked_up
chain,keep_prisoner
chain,lock_bike
chain,locking_fence
chain,locking_up_felon
chain,make_necklace
chain,marking_boundary
chain,riding_bicycle
chain,secure
chain,secure_doors
chain,secure_heavy_door
chain,security
chain,snow_tires
chain,tie_down_airplane
chain,tie_up_dog
chain,tripping_runner
chain,chain
chain,connect
chain,fasten
chainsaw,cut_down_tree
chainsaw,cutting_down_trees
chair,block_door
chair,electrocuting_condemend
chair,leading_meeting
chair,offer_hospitality
chair,person_to_seat
chair,reach_high_cupboards
chair,relaxing_in
chair,rest_legs
chair,resting
chair,reupholstering
chair,sit_at_table
chair,sit_down
chair,sitting
chair,sitting_down
chair,sleep_in
chair,stand_on
chair,people
chair,seat
chairs,repel_lions
chalk,draw_with
chalk,writing_and_drawing_on_chalkboards
chalk,writing_on_blackboards
chalk,mark
chalk,mark
chalk,write
chalk,writing
chalkboard,tell_about_people
changing_appearance,acting
changing_appearance,attracting_man
changing_appearance,attracting_opposite_sex
changing_appearance,avoid_detection
changing_appearance,blending_in
changing_appearance,change_hair_color
changing_appearance,change_hair_style
changing_appearance,changing_inner_feelings
changing_appearance,creating_feeling_about_yourself
changing_appearance,criminals
changing_appearance,disguise_at_least_sometimes
changing_appearance,disguising_identity
changing_appearance,disguising_yourself
changing_appearance,ego_boost
changing_appearance,escaping_detection
changing_appearance,feel_better_about_yourself
changing_appearance,fitting_into_clothes
changing_appearance,fooling_people
changing_appearance,fun
changing_appearance,get_colored_contact_lenses
changing_appearance,get_plastic_surgery
changing_appearance,getting_job
changing_appearance,getting_new_look
changing_appearance,getting_older
changing_appearance,giving_yourself_new_look
changing_appearance,halloween
changing_appearance,improving_looks
changing_appearance,lessening_boredom
changing_appearance,look_older
changing_appearance,look_younger
changing_appearance,looking_better
changing_appearance,looking_different
changing_appearance,making_friends
changing_appearance,making_happier
changing_appearance,preparing_for_event
changing_appearance,robbing_banks
changing_appearance,self_esteem
changing_appearance,trim_differently
changing_appearance,variety
changing_appearance,wearing_disguise
changing_appearance,who_can_afford_plastic_surgery
changing_diaper,keeping_baby_clean
changing_room,change_baby's_diaper
changing_room,changing_into_different_clothes
changing_room,dress
changing_room,privacy
changing_room,try_on_clothes
changing_room,trying_on_clothes
changing_room,trying_on_clothes_before_purchase
changing_society,changing_laws
changing_society,controling_people
changing_society,controlling_ourselves
changing_society,doing_what's_best
changing_society,enacting_social_improvements
changing_society,enforcing_rules
changing_society,furthering_good_cause
changing_society,generations
changing_society,good_of_people
changing_society,good_of_world
changing_society,improving_conditions
changing_society,improving_environment
changing_society,improving_living_conditions_of_many_people
changing_society,improving_quality_of_people's_lives
changing_society,improving_survival_chances
changing_society,improving_world
changing_society,increasing_fairness
changing_society,making_citizens_criminals
changing_society,making_difference
changing_society,making_life_safer_for_old_people
changing_society,making_things_better
changing_society,making_world_better_place
changing_society,more_equal_distribution_of_wealth
changing_society,politicians_and_activists
changing_society,reform
changing_society,righting_wrongs
channel,avoid_signal_confusion
channel,boating
channel,carry_water_to_different_area
channel,competing_with_other_channels_for_eyeballs
channel,delivery_of_content
channel,distinguishing_between_two_similar_things
channel,moving_water_and_floating_things
channel,passage_of_ships
channel,pick_up_signal
channel,portion_of_frequency_spectrum
channel,remote_control_to_select
channel,selection_by_user
channel,swim
channel,view
channel,watching
chapel,christening
chapel,christians
chapel,get_married
chapel,get_married_in
chapel,getting_married
chapel,going_to_pray
chapel,hearing_music
chapel,hearing_sermon
chapel,holding_funeral_service
chapel,holding_viewing
chapel,holding_wake
chapel,marrying
chapel,meditating
chapel,meditation
chapel,meditation_and_prayer
chapel,people_who_seeking_sanctuary
chapel,planning_wedding
chapel,pray_in
chapel,prayer
chapel,praying
chapel,praying_to_god
chapel,relgious_sermons
chapel,religious_services
chapel,sanctuary
chapel,seeing_chaplain
chapel,weddings
chapel,worship
chapel,worshipping
chaps,protect_legs_from_saddle_sores
character_in_play,acting
character_in_play,creating_story_line
character_in_play,entertaining_audiences
character_in_play,express_emotion
character_in_play,giving_actors_employment
character_in_play,portray_point_of_view
character_in_play,providing_entertainment
character_in_play,telling_part_of_story
chat_room,conversation
chatting_with_friends,being_social
chatting_with_friends,bonding_memories_and_experience
chatting_with_friends,catching_up
chatting_with_friends,catching_up_on_gossip
chatting_with_friends,catching_up_on_lives
chatting_with_friends,catching_up_on_news
chatting_with_friends,catching_up_on_old_times
chatting_with_friends,catching_up_with_each_other
chatting_with_friends,communication
chatting_with_friends,creating_bond
chatting_with_friends,creating_happiness
chatting_with_friends,devloping_social_skills
chatting_with_friends,diversion_from_problems
chatting_with_friends,doing_on_internet
chatting_with_friends,doing_via_computer
chatting_with_friends,education
chatting_with_friends,exchanging_gossip
chatting_with_friends,exchanging_information
chatting_with_friends,feeling_happier
chatting_with_friends,feeling_included
chatting_with_friends,finding_out_about_people's_lives
chatting_with_friends,finding_out_information
chatting_with_friends,fun
chatting_with_friends,getting_latest_news
chatting_with_friends,getting_more_knowledge
chatting_with_friends,good_time
chatting_with_friends,gossip
chatting_with_friends,gossiping
chatting_with_friends,having_fun
chatting_with_friends,hearing_about_friend's_life
chatting_with_friends,imparting_information
chatting_with_friends,information
chatting_with_friends,information_and_conding
chatting_with_friends,keeping_friends
chatting_with_friends,keeping_in_touch
chatting_with_friends,knowing_people
chatting_with_friends,maintaing_relationships
chatting_with_friends,not_feeling_alone
chatting_with_friends,passing_time
chatting_with_friends,people_who_like_to_chat
chatting_with_friends,pleasure
chatting_with_friends,relaying_information
chatting_with_friends,social_contacts
chatting_with_friends,social_interaction
chatting_with_friends,socialising
chatting_with_friends,socializing
chatting_with_friends,spending_family_time_together
chatting_with_friends,taking_time_to_with_friends
chatting_with_friends,whingeing_about_things
check,bills
check,causing_end_to
check,decorating_cloth
check,determine_vehicles_performance
check,evaluate_current_situation
check,finding_out_condition
check,indicate_choice
check,keep_children_safe
check,keep_food_from_boiling_over
check,marking_done
check,pay
check,pay_bill
check,pay_bills
check,pay_electric_bill
check,pay_for
check,pay_for_services
check,pay_rent_monthly
check,paying
check,see_progress
check,stopping_opponent's_action
check_in_counter,check_in
check_in_counter,checking_in
check_in_counter,checking_out
check_in_counter,get_room
check_in_counter,keeping_track_of_people
check_in_counter,registering
check_in_desk,check_in
check_in_desk,get_seat_assignment
check_in_desk,getting_room_key
checkbook,check_things
checkbook,documentation_of_deposits
checkbook,documentation_of_spending
checkbook,exchanging_money
checkbook,financial_management
checkbook,get_money_from_bank
checkbook,give_money_to_else
checkbook,keeping_record_of_monetary_transactions
checkbook,keeping_records
checkbook,maintaining_financial_records
checkbook,method_of_payment
checkbook,paying
checkbook,purchase_things
checkbook,writing_checks
checkbook,writing_cheques
checkbook_cover,cover_checkbook
checkbook_cover,hide_checking_balance
checkbook_cover,hold_checks
checkbook_cover,keep_checks_fresh_and_clean
checkbook_cover,keeping_checkbook_clean
checkbook_cover,keeping_checkbook_from_being_damaged
checkbook_cover,protect_checks
checkbook_cover,protecting_checks
checkbook_cover,protecting_pages
checkbook_cover,telling_what_bank_it's_from
checkbook_holder,check_books
checkbook_holder,hold_blank_checka_and_checkbook_registers
checkbook_holder,hold_checks
checkbook_holder,holding_checkbook
checkbook_holder,holding_checks
checkbook_holder,protect_bank_checks
checkbook_holder,record_transactions
checkers_set,playing_checkers
checking_vital_signs,assessing_vitality
checking_vital_signs,attendants_in_nursing_homes
checking_vital_signs,checking_for_signs_of_life
checking_vital_signs,checking_someones_blood_pressure
checking_vital_signs,determining_fitness_level
checking_vital_signs,determining_if_alive
checking_vital_signs,determining_illnesses
checking_vital_signs,determining_status_of_people
checking_vital_signs,doctor
checking_vital_signs,dying
checking_vital_signs,emergency_aid_or_medical_help
checking_vital_signs,emts
checking_vital_signs,finding_out_if_alive
checking_vital_signs,first_aid_information
checking_vital_signs,getting_tongue
checking_vital_signs,good_samaritans
checking_vital_signs,health
checking_vital_signs,knowing_body_condition
checking_vital_signs,lifeguards
checking_vital_signs,making_sure_alive
checking_vital_signs,medical_diagnosis
checking_vital_signs,medical_students_in_teaching_hospitals
checking_vital_signs,nurse
checking_vital_signs,nurses
checking_vital_signs,paramedics_at_accident_sites
checking_vital_signs,providing_medical_assistance
checking_vital_signs,seeing_if_alive
checking_vital_signs,seeing_if_breathing
checking_vital_signs,seeing_if_dead
checking_vital_signs,seeing_if_has_pulse
checks,draw_money_from_bank_account
checks,pay_bills
chef_special,attracting_customers
chef_special,eat
chef_special,eat_cheaper
chef_special,enjoy_good_food
chemical_solutions,clean_items
cheque,bills
cheque,buy
cheque,buy_television
cheque,ok_charges_to_account
cheque,pay
cheque,pay_bills
cheque,pay_for_goods_or_services
cheque,paying_bill
cheque,paying_bills
cheque,repayment
cheque,shopping
cheque_book,checking_balance
cheque_book,keeping_cheques_in
cheque_book,pay_for_purchase
cheque_book,pay_money_to
cheque_book,paying_bills
cheque_book,paying_money
cheque_book,records
cheque_book,tracking_deposits_and_payments
cheque_book,writing_cheques
cheque_book_cover,covering_check_book
cheque_book_cover,covering_cheques
cheque_book_cover,holding_check_book
cheque_book_cover,holding_checks
cheque_book_cover,keeping_check_book_private
cheque_book_cover,protect_check_book
cheque_book_cover,protect_cheques
cheque_book_cover,protecting_check_book_from_damage
cheque_book_cover,protecting_cheques_against_damage
cheque_book_cover,put_in_pocket
cheque_book_cover,style
cheque_book_holder,avoiding_overdrafts
cheque_book_holder,balance_check_book
cheque_book_holder,balancing_check_books
cheque_book_holder,holding_check_register
cheque_book_holder,holding_checks
cheque_book_holder,holding_cheques
cheque_book_holder,holding_track_of_cheques
cheque_book_holder,keep_cheque_book_safe
cheque_book_holder,organizing_checks_and_associated_materials
cheque_book_holder,protecting_checks
cheque_book_holder,storing_blank_cheques
cheque_book_holder,storing_money
cheques,pay_debts
cheques,pay_for_fines
chess,nerds
chess_bishop,capture_pawn
chess_bishop,checkmate_king
chess_bishop,checkmate_opponate
chess_bishop,hit_brother
chess_bishop,move_diagonally
chess_bishop,moving_diagonally
chess_bishop,play_chess
chess_bishop,playing_game_of_chess
chess_bishop,sweep_diagnonal
chess_bishop,sweep_diagonal
chess_bishop,traversing_diagnonally
chess_board,beauty
chess_board,challenging_chess_opponent
chess_board,checkmating_on
chess_board,cutting_cheese
chess_board,display
chess_board,do
chess_board,entertainment
chess_board,exercising_mind_with
chess_board,pass_time
chess_board,placing_chess_pieces_on
chess_board,placing_chess_pieces_upon
chess_board,play_chess
chess_board,play_chess_on
chess_board,play_game_of_chess
chess_board,playing_checkers
chess_board,playing_chess
chess_board,playing_game
chess_board,playing_game_of_chess
chess_board,playing_games
chess_board,playing_strategic_game_of_chess
chess_board,putting_chess_pieces_on
chess_board,supporting_chess_pieces
chess_board,teaching_chess
chess_board,thought
chess_king,capture_piece
chess_king,checkmate
chess_king,chess
chess_king,move_one_space
chess_king,move_one_space_in_direction
chess_king,move_space
chess_king,play_chess
chess_king,play_chess_game
chess_king,playing_chess
chess_king,protecting
chess_king,setting_up_chess_board
chess_king,win
chess_king,win_chess_game
chess_knight,check_chess_king
chess_knight,get_around_in_unusual_way
chess_knight,moving_weirdly
chess_knight,play_chess
chess_knight,playing_chess
chess_knight,playing_chess_games
chess_knight,playing_game_of_chess
chess_knight,taking_other_pieces
chess_pawn,attack_via_pawn_storm
chess_pawn,attacking_other_pawns
chess_pawn,blocking
chess_pawn,capture_opponent's_piece
chess_pawn,cat_toy
chess_pawn,chess_games
chess_pawn,defensive_strategy
chess_pawn,defensive_strategy_in_chess
chess_pawn,game_of_chess
chess_pawn,game_playing
chess_pawn,helping_to_win_game
chess_pawn,limiting_opponent
chess_pawn,moving_around
chess_pawn,offensive_strategy
chess_pawn,play_chess
chess_pawn,play_world's_greatest_game
chess_pawn,playing_chess
chess_pawn,sacrificing
chess_piece,capture_queen
chess_piece,game
chess_piece,make_move
chess_piece,make_play
chess_piece,make_strategic_move
chess_piece,part_of_game_set
chess_piece,play
chess_piece,play_game_of_chess
chess_piece,protecting_king
chess_piece,protecting_square
chess_piece,representing_move_types
chess_piece,sacrifice_to_save_queen
chess_piece,visualize_move_in_chess
chess_piece,working_in_concert_with_others
chess_queen,blocking
chess_queen,capturing_other_pieces
chess_queen,checking_chess_king
chess_queen,checkmate
chess_queen,moving_far
chess_queen,moving_in_direction
chess_queen,play_game_of_chess
chess_queen,playing_chess
chess_queen,playing_game_of_chess
chess_queen,winning
chess_queen,winning_at_chess
chess_rook,castling
chess_rook,chess
chess_rook,exercising_power_in_chess
chess_rook,moving_at_right_angles
chess_rook,moving_backward
chess_rook,moving_forward
chess_rook,moving_to_side
chess_rook,taking_another_piece
chess_set,build_up_collection_of_games
chess_set,buying
chess_set,decorate_chess_board
chess_set,developing_patience
chess_set,follow_published_games
chess_set,fun
chess_set,have_fun
chess_set,looks
chess_set,play
chess_set,play_game_of_chess
chess_set,play_strategic_game
chess_set,play_strategie_game
chess_set,playing_game_of_chess
chess_set,playing_games
chess_set,pourpose_of_playing_chess
chess_set,redundance
chess_set,selling
chess_sets,play_game_of_chess
chesspiece,capturing_another_piece
chesspiece,looking_at
chesspiece,make_move_in_chess
chesspiece,play_game_of_strategy
chesspiece,win_game_of_chess
chesspiece,winning
chest,belongings
chest,breasts_if_female
chest,containing_heart
chest,get_attention
chest,getting_boys
chest,hair_if_male
chest,hiding_objects
chest,hold_books
chest,keeping_treasure_in
chest,play
chest,protecting_internal_organs
chest,storage
chest,store_blanket
chest,store_items
chest,store_things
chest,store_things_in_especially_clothes
chest,storing_clothes
chest,storing_clothing
chest,storing_family_historical_documents
chest,storing_things
chest,storing_things_in
chest,storing_valuables
chest,treasure_chesr
chest,treasure_chest
chest_of_drawers,clothing_storage
chest_of_drawers,holding_socks
chest_of_drawers,storage
chest_of_drawers,storage_of_clothing_and_other_things
chest_of_drawers,store_clothes
chest_of_drawers,store_clothing
chest_of_drawers,store_cloths
chest_of_drawers,storing_clothes
chest_of_drawers,storing_clothing
chewing_food,avoidance_of_choking
chewing_food,avoiding_choking
chewing_food,beter_digestion
chewing_food,better_digestion
chewing_food,breaking_food_into_smaller_bits
chewing_food,digestion
chewing_food,ease_of_swallowing
chewing_food,eating
chewing_food,enable_swallowing_food
chewing_food,experience_more_flavor
chewing_food,facilitating_digestion
chewing_food,get_energy_faster
chewing_food,getting_nutrition
chewing_food,good_manners
chewing_food,making_digestion_easier
chewing_food,making_easier_to_swallow
chewing_food,making_food_easier_to_swallow
chewing_food,making_more_edible
chewing_food,maximising_taste
chewing_food,mixing_food_with_saliva
chewing_food,not_choking_on_food
chewing_food,polite_people
chewing_food,pre_processing_food_for_digestion
chewing_food,preventing_indigestion
chewing_food,prevention_of_choking
chewing_food,proper_digestion
chewing_food,starting_digestion
chewing_food,swallowing
chewing_food,swallowing_food
chiffonier,gathering_long_hair_into_bun
chiffonier,storing_clothes
child,becoming_adult
child,comfort
child,cuddling
child,fill_lap
child,fun
child,giving_continuity_to_family
child,having_family
child,innocence
child,labor_in_work_places
child,learning
child,loving
child,make_smile
child,making_better_future
child,or_own_purposes
child,passing_on_genetic_material
child,playing_ball
child,playing_games
child,playing_tag
child,playing_with_toys
child,raising
child,taking_care_of
child,teaching
childhhood,playing
children,make_finger_paintings
chimney,direct_smoke_up_and_away
chine_cotton,clothes
chine_cotton,make_clothing
chine_cotton,weave
chinese_restaurant,buy_chinese_meal
chinese_restaurant,buying_chinese_food
chinese_restaurant,consuming_nourishment
chinese_restaurant,cooking_chinese_takeout
chinese_restaurant,eat_chinese_food
chinese_restaurant,eat_egg_rolls
chinese_restaurant,eating
chinese_restaurant,eating_chinese_food
chinese_restaurant,eating_chinese_meals
chinese_restaurant,eating_rice
chinese_restaurant,food
chinese_restaurant,going_out_for_dinner
chinese_restaurant,order_chinese_food
chinese_restaurant,order_chinese_meal
chinese_restaurant,presenting_chinese_atmosphere
chinese_restaurant,serving_chinese_food
chinese_restaurant,serving_eggroles
chinese_restaurant,serving_noodles
chlorine,disinfect_water
chlorine,sanitize_swimming_pools
chocolate,eating
chocolate,improve_mood
chocolate_heart,expressing_love
choir_stall,gather_singers
choir_stall,hold_choir
choir_stall,practice_for_service
choir_stall,sing
choir_stall,stand_in_while_singing_hymns
choker,body_decoration
choker,decorate_neck
choker,decoration
choker,decoration_of_female_neck
choker,dogs
choker,jewelry_decoration
choker,look_pretty
choker,neck_jewelry
choker,part_of_being_dressed_up
choker,restrain_dog
choker,wear_around_neck
chop_sticks,eat_chop_suey
chopping_firewood,being_prepared_for_cold_weather
chopping_firewood,build_fire
chopping_firewood,building_campfire
chopping_firewood,building_fire
chopping_firewood,earning_allowance
chopping_firewood,ecofreaks
chopping_firewood,enjoying_outside
chopping_firewood,exercise
chopping_firewood,farmers
chopping_firewood,filling_winters_wood_reserve
chopping_firewood,getting_excercise
chopping_firewood,getting_exercise
chopping_firewood,getting_firewood_ready_to_burn
chopping_firewood,having_fuel_for_fire
chopping_firewood,illuminating_campground
chopping_firewood,making_fire
chopping_firewood,making_fuel_for_fire
chopping_firewood,making_money
chopping_firewood,people_stranded_on_desert_island
chopping_firewood,people_who_need_firewood
chopping_firewood,people_who_sell_fire_wood
chopping_firewood,portioning_wood
chopping_firewood,preparing_for_cold_winter
chopping_firewood,preparing_for_pig_roast
chopping_firewood,preparing_for_winter
chopping_firewood,preparing_to_sell_wood
chopping_firewood,providing_fuel_for_wood_stove
chopping_firewood,rednecks
chopping_firewood,reducing_size_of_each_piece
chopping_firewood,removing_debris
chopping_firewood,resizing_for_convenient_stacking
chopping_firewood,resizing_for_use_in_fireplace
chopping_firewood,stocking_up_for_winter
chopping_firewood,supplying_heat
chopping_firewood,survivalists
chopping_firewood,using_axe
chopping_firewood,using_chopped_wood_for_heat
chopsticks,carry_food_to_mouth
chopsticks,eat
chopsticks,eat_chinese_food
chopsticks,eat_chinese_food_with
chopsticks,eat_short_grain_rice
chopsticks,eat_sushi
chronic_fatigue_sufferers,tiredness
church,being_close_to_god
church,brain_washing
church,center_for_christians
church,christenings
church,community_gatherings
church,deal_with_difficult_issues
church,develop_beliefs
church,efficiently_transfer_information
church,funerals
church,gather_for_needy
