Item ID,Content,Annotation
1773741177739h94pfd1ebbh,Are raisin wine from food that can be made of grape?,Incorrect
177374117773937r4zhii3dm,Is 'CEO' associated with the frame 'Appellations - This frame is only for words that are used as the Titles of individuals'?,Correct
17737411777395t0oy1thk2d,Are instruments from artifacts that are equipment?,Correct
1773741177739w6cscdqs3e,Is brass instrument used for marching bands?,Correct
1773741177739dmcnwyfmdt,"Is 'structure' associated with 'pattern, form, shape'?",Correct
1773741177739s2u92xq2cqr,Are sweater dress from clothes that are jersey?,Incorrect
17737411777391v02fi0sumb,Is walking dog used for exercise?,Correct
1773741177739tp8pvgofa9,Are cutting board from tools that are kitchen utensil?,Correct
17737411777394cgzuaw12e,Are plate from artifacts that can be rond?,Correct
1773741177739vmn8pdpk9mq,Are Tribute from food that are Chilean strawberry?,Correct
1773741177739ect0huklvp7,Is waiting on tables used for waiting staff?,Incorrect
17737411777392zcclyhzeq9,"Is 'rash' associated with 'skin, tegument, cutis'?",Correct
1773741177739iiw1krqcwl,Is 'new' associated with 'pencil'?,Correct
1773741177739y8fp4u5k8m,"Is 'imagine' associated with 'artistic production, artistic creation, art'?",Correct
1773741177739msqxc2ub067,Is useful tool related to handy dandy?,Incorrect
1773741177739p2xl0b0srgk,Is 'concert hall' associated with 'orchestra'?,Correct
1773741177739xoeaea92sz,"Is 'disperse' associated with the frame 'Mass motion - A Mass theme, generally made up of many individuals, moves from a Source to a Goal with some Path'?",Correct
1773741177739f3fdy28uw5g,Are pumps from clothes that can have heel?,Correct
1773741177739dcx3wzlk9b,"Is 'statute' associated with 'legislation, statute law'?",Correct
1773741177739xr8i2bxufj9,Is achievement related to merit?,Correct
1773741177739vg0givgr9f,Is post-Fordism related to postindustrial?,Correct
1773741177739ikdom4kwugc,"Is 'sequence' associated with the frame 'Progression - An Entity changes from a Prior state to a Post state in a sequence that follows a pre-defined plan, expectation, or model of change'?",Correct
1773741177739jk4yne8r7c,"Is 'relaxing' associated with 'vacation, holiday'?",Correct
1773741177739wedc6elqgpn,Are cucumber from food that can be found or used in salads?,Correct
1773741177739fapuc4ftivb,Is gorgeous related to beautiful?,Correct
1773741177739yj3rnvogn3p,Are jersey shorts from clothes that are jersey?,Correct
1773741177739882d6sd40oi,"Is 'keys' associated with 'forte-piano, pianoforte, piano'?",Correct
1773741177739crgjxsub08,Is clothing closet used for packing for trips?,Correct
17737411777398eq1yfqopsq,Are caterpillar from animals that are defoliator?,Correct
17737411777396j9maz046s3,"Is 'struggle' associated with 'humankind, world, man'?",Correct
1773741177739a2m0k0i8k9j,Is 'overrun' associated with the frame 'Conquering - This frame describes a Theme losing its autonomy and perhaps sustaining material damage as the result of a successful invasion on the behalf of a Conqueror'?,Correct
1773741177739zuj1bakljk,"Is 'experience' associated with 'life, living, animation'?",Correct
17737411777394p1g9qkcnz2,Is skyscraper used for commercial?,Correct
1773741177739titax0wqfm,"Is 'rough' associated with 'concrete, exposed aggregate concrete'?",Correct
1773741177739ai3312mpigq,Is 'attachment' associated with the frame 'Detaching - The Detaching frame covers two situations: a scene in which somebody causes one thing to be physically detached from something else; or a scene in which somebody causes two things to be disconnected from each other'?,Correct
17737411777393q4nf3iwcx7,"Is 'research' associated with 'teoría, theory'?",Correct
1773741177739n8mzh9yjtp7,"Is 'warm' associated with the frame 'Cause temperature change - In this frame, an Agent changes the temperature of an Item'?",Correct
1773741177739cm66svagqtr,Are dress from clothes that can be long?,Correct
1773741177739f6v127zp6k8,Are Toyota IQ from vehicles that are micro car?,Correct
1773741177739pkan2o40vis,Are coincide from artifacts that can be circular?,Incorrect
1773741177739sqpkzzx2kt,Is 'analysis' associated with 'comparison'?,Correct
1773741177739uopjsb0tya,"Is 'approve' associated with 'authority, authorization, authorisation'?",Correct
1773741177739719jc85y62f,Are anchor from tools that are used to moor?,Correct
1773741177739cmammbt7wgh,Is 'affiliation' associated with the frame 'Membership - A Member is semi-permanently part of a socially constructed Group'?,Correct
1773741177739qsit76hwce,"Is 'trust' associated with 'wife, spouse, married woman'?",Correct
17737411777393c2tb4fwtlq,Are bottle from containers that can be impermeable?,Correct
1773741177739zl69n62se2n,Are mouse from animals that are used for research?,Correct
1773741177739u4xfv6nrosa,"Is 'Force' associated with the frame 'Level of force exertion - An Exerter, Action, or Force is capable of exerting or does exert a physical force at a level specified by the target'?",Correct
1773741177739gkwitr5i1h,Is wind aloft related to pilot balloon observation?,Correct
1773741177739ldtle7jzze,Is 'bail' associated with the frame 'Detaining - The Authorities hold a Suspect under suspicion of having committed a crime (Charges)'?,Correct
1773741177739ofytzg7wye,Is 'economic' associated with 'crisis'?,Correct
1773741177739gc0366hsnz,Is peristalsis related to gullet?,Correct
1773741177739805rg99g995,Are platelet from artifacts that are plate?,Correct
1773741177739cv2uvh019oq,"Is 'resignation' associated with the frame 'Being employed - An Employee has a Position doing work in a particular Field, or doing work on a particular Task, for which an Employer gives Compensation to the Employee'?",Correct
1773741177739ga40psr64eo,Is sword used for art?,Correct
1773741177739yqw7ovs3mf8,Is arch used for structure?,Correct
1773741177739dce1ef69ay,Is malnourishment related to anorectic?,Correct
1773741177739na7pim92fso,Are beach from food that are beach strawberry?,Incorrect
1773741177739aejxzxi0t04,Is amygdala hijack related to amygdala?,Correct
17737411777399wl3zhkdoo,Is going to restaurant used for celebrating?,Correct
1773741177739htezwowrpjo,Is toilet paper used for toilet_hygiene?,Correct
1773741177739g6uulxacal,"Is 'substantial' associated with 'order of magnitude, order'?",Correct
1773741177739f397l42854e,Is walking in rain used for enjoying the weather?,Correct
17737411777393gxgd0ir2po,"Is 'time-limit' associated with the frame 'Change event duration - In this frame, an Agent or Cause changes the duration of an Event'?",Correct
17737411777395f0tjc5nxdi,"Is 'rumble' associated with 'boom, roaring, thunder'?",Correct
1773741177739so5w2oto3ob,Is 'reduced' associated with the frame 'Cause change of position on a scale - This frame consists of words that indicate that an Agent or a Cause affects the position of an Item on some scale (the Attribute) to change it from an initial value (Value 1) to an end value (Value 2)'?,Correct
17737411777391dt0q2tp9pp,Is telling story used for personal growth?,Correct
1773741177739x4i4a9m2pre,Are flute from instruments that can be long?,Correct
17737411777398dg02xvo19a,Are skirt from clothes that are chino?,Incorrect
1773741177739ytcpiz2y2x,"Is 'photograph' associated with 'picture, ikon, image'?",Correct
1773741177739h0de6mos3m,"Is 'anxiety' associated with 'trouble, discomfort'?",Correct
1773741177739ams3m5er45i,"Is 'unique' associated with the frame 'Opportunity - An Agent has a choice of whether or not to participate in some Desirable event because of an Opportunity, a situation not completely under the Agent'?",Correct
177374117773952i9swd2eet,Is stepladder used for reaching a light?,Correct
1773741177739bgvlzn3s3sj,Are submarine from food that are sub?,Incorrect
1773741177739k5cofaxlh4i,Is flicker related to glimmer?,Incorrect
1773741177739v1ar4m1ltac,Is tile used for bathroom design?,Correct
17737411777393ezeccl352b,"Is 'protective' associated with the frame 'Armor - An Asset, the safety of which is desirable, is protected from damage by a covering, the Armor'?",Correct
1773741177739h9o3uor2x85,"Is 'celebrity chef' associated with the frame 'Popularity - An Evaluee, which can be a person or an object, has an amount of acceptability or utilization based on general (often non-aesthetic) desirability'?",Correct
1773741177739i1g77yapzon,Is hidden door related to trapdoor?,Correct
1773741177739bew93bdfa5,Is organic chemistry related to lindgren oxidation?,Correct
1773741177739bzel2jlp145,Are Box cutter from tools that can have slot?,Correct
1773741177739dmyqcfwqte,Is toilet paper used for hygiene?,Correct
1773741177739ewb09y3x7gh,Is fall behind related to fall?,Correct
1773741177739ls9up0l3w9,"Is 'stage fright' associated with 'public presentation, concert, performance'?",Correct
1773741177739ecpfg4pnuw4,Is 'streetlight' associated with 'street'?,Correct
1773741177739ak19xj5sn1,Are chevre from food that are chevre?,Correct
17737411777397vmll6qeswj,"Is 'reason' associated with 'thinking, thought, intellection'?",Correct
1773741177739svxs7eyl0wn,"Is 'execute' associated with 'passing play, passing, pass'?",Correct
1773741177739cf1w77t2q3q,Is 'bus stop' associated with the frame 'Board vehicle - A Traveller boards a Vehicle that they intend to use as a means of transportation either as a passenger or as a driver'?,Correct
17737411777391bcyzb2lgr1,Is 'capacity' associated with the frame 'Capacity - An Entity has the ability to contain a Theme'?,Correct
1773741177739aaf83jc1ero,Are airplane from vehicles that can be found or used in airs?,Correct
1773741177739g53oe54szu7,Is relief related to frieze?,Incorrect
1773741177739zgtgc3fs7z,"Is 'monitor' associated with the frame 'Information display - A man-made artifact, digital or physical, which is used to display information presented via the object'?",Correct
1773741177739lu0gxt62r6,Is child used for childhood friend?,Correct
1773741177739i1nzxsifct,Are sedan from vehicles that are used by taxi drivers?,Correct
1773741177739vls18av45r,Are bristletails from animals that are proturan?,Correct
1773741177739uq52h4769v,Are blender from appliance that can be black?,Correct
1773741177739fvpkvp4kvql,Is 'misstates' associated with the frame 'Deception end - A Deceiver succeeds or fails in causing a Victim to have a misunderstanding about a Topic'?,Correct
1773741177739kbf2yri70si,Is 'scholarly' associated with 'publication'?,Correct
177374117773939kbx0gti4d,Is no matter the cost related to no matter what?,Correct
1773741177739mrgkd70svk,Is 'cycle' associated with the frame 'Frequency - This frame has to do with the repetition (and especially the frequency of repetition) of an event'?,Correct
1773741177739xwrs40m0mqb,Is wooden rod used for dowel rod?,Correct
1773741177739m3iie884i8a,Is hat used for cover hair?,Correct
1773741177739azrmgocv44,"Is 'threat' associated with 'danger, peril, risk'?",Correct
1773741177739esv01xxdf4q,Are sauce from food that are fluid?,Correct
1773741177739kdrq9ug86gs,Is coagulant related to rennet?,Correct
177374117773990ppvsc6p,"Is 'generate' associated with 'revenue enhancement, taxation, tax'?",Correct
17737411777396r9czjoctbu,Is 'affiliate' associated with the frame 'Offshoot - This frame refers to a part of an organization that becomes separate from the main body'?,Correct
1773741177739de4da26vnwq,Is exterior related to outside?,Correct
17737411777395giv30cfvb6,Are Yorkshire Terrier from animals that are lapdog?,Correct
17737411777391k1gj5wqtpp,"Is 'attract' associated with 'workforce, work force, manpower'?",Correct
1773741177739uyh34kmegh,Are frenchies from food that are french-fried potatoes?,Correct
17737411777395g378yt0lrq,Is cement related to verplanckite?,Incorrect
1773741177739qp3bev8ic6,Is 'thorough' associated with the frame 'Making arrangements - An Agent performs a series of unspecified tasks to plan for an Event to take place at a Scheduled time and Place'?,Correct
177374117773927llnw1q79s,Is 'transform' associated with the frame 'Locale by use - Geography as defined by its use'?,Correct
1773741177739junebe9lsyp,Is 'demonstrate' associated with the frame 'Relating concepts - A Concept 1 is related to Concept 2 by some Evidence'?,Correct
1773741177739yzzdfl6s6u8,Is government funding for education related to cesg?,Correct
1773741177739z0d4t2q4jq,Is object pronoun related to it?,Correct
1773741177739m06wmiitws,"Is 'straightened' associated with the frame 'Hair configuration - Temporary or permanent Styles and Configurations of Hair, as well as its inherent Nature'?",Correct
1773741177739xoa1h05qyeq,Are [] Altar wine is a specific type of wine used in religious ceremonies from food that are altar wine?,Correct
17737411777391ju6nh6wdob,Is applying for job used for interviewing?,Incorrect
1773741177739uxybqvlwbfe,"Is 'lead' associated with 'church, christian church'?",Correct
1773741177739vc2ebbstdem,Is oven related to parkin?,Correct
17737411777399avte1hxuv4,Is 'temporal' associated with the frame 'History scenario - This frame describes how Events are related to each other and Place and Time'?,Correct
1773741177739gqa59gto1j,"Is 'significant' associated with the frame 'Objective influence - An Influencing entity, an Influencing situation, or an Influencing variable has an influence on a Dependent entity, Dependent situation,  or a Dependent variable'?",Correct
1773741177739md5254bkkw,"Is 'Gateway' associated with the frame 'Openness - A Useful location is accessible to some (possibly generic) Theme despite a potential Barrier, or is not accessible because of the Barrier'?",Correct
1773741177739odt3r99thi,"Is 'asymmetrical' associated with the frame 'Arithmetic non-commutative - This frame describes types of arithmetic operations and statements which are not commutative, i'?",Correct
1773741177739anscxjdxlh,"Is 'and ""black"" when used in the way you suggest' associated with 'negroid, black, negro'?",Correct
1773741177739rpne2ntbdvi,Is 'addictive' associated with 'drug'?,Correct
17737411777395s6vrof5mel,"Is 'hate speech' associated with 'jew bashing, anti-semitism, antisemitism'?",Correct
1773741177739au2z11t6d25,Are coffee maker from appliance that can be black?,Correct
1773741177739w9ki6tdg0z,Are cup from containers that are unit of measurement?,Correct
177374117773972cdt2pobc7,Is 'included' associated with the frame 'Be subset of - A Part is considered to be a member of the set described by the Total'?,Correct
1773741177739r7eeorsdvqa,Are boar from animals that can be hunt?,Correct
1773741177739fu7tvbkf7so,Is waxed dental floss used for removing plaque?,Correct
1773741177739gr43jtmibps,Is 'requirement' associated with the frame 'Needing - The speaker believes that some state of affairs or entity (the Requirement) must be present in order to cause some other dependent state of affairs to occur (the Dependent)'?,Correct
177374117773982ffvbeomcu,"Is 'independence' associated with the frame 'Being detached - An Item is detached from a Source, or Items are detached from each other'?",Correct
1773741177739gat4h5a421v,Is 'lighter' associated with the frame 'Level of light - There is a gradable amount of light in a particular Location'?,Correct
1773741177739mi3b3s4o72,"Is 'twilight' associated with 'shadiness, shadowiness, shade'?",Correct
1773741177739kk3iesoawo,Are aircraft from vehicles that are craft?,Correct
177374117773963pcwsx5mn9,"Is 'operate' associated with 'machinery, mechanism, mechanic device'?",Correct
1773741177739s9z50w584m9,Is liquid measurement related to cubic centimetre?,Correct
1773741177739apx65412aec,Is physics related to p?,Correct
1773741177739do7pcmjunxm,Is playing sport used for teamwork?,Correct
1773741177739xjv419q66k,Are floors from home that can be shiny?,Correct
1773741177739ycflwyve2gs,Are water scavenger beetle from animals that are water beetle?,Correct
1773741177739cow0p0hpsk5,"Is 'love' associated with 'sex, sexual activity, sex activity'?",Correct
1773741177739geu7kj3mvom,Is passing course used for earning credits?,Correct
1773741177739u2qcgsz19p,Are Ox from animals that can be graze?,Correct
1773741177739zzhjlmpixs9,"Is 'persona' associated with 'identity, individuality, personal identity'?",Correct
177374117773950o7ajsr6x4,Are dog from animals that can be walk?,Correct
1773741177739vucxns2sdfa,"Is 'corroborating' associated with the frame 'Evidence - The Support, a phenomenon or fact,  lends support to a claim or proposed course of action, the Proposition, where the Domain of relevance may also be expressed'?",Correct
1773741177739quwpuhv29ed,"Is 'swallow' associated with the frame 'Ingestion - An Ingestor consumes food or drink (Ingestibles), which entails putting the Ingestibles in the mouth for delivery to the digestive system'?",Correct
1773741177739e8c2cldtqsv,Is 'conceal' associated with the frame 'Losing track of perceiver - This frames describes a Theme who evades the sight of a Perceiver'?,Correct
1773741177739bppmli63z7o,"Is 'impacts' associated with the frame 'Objective influence - An Influencing entity, an Influencing situation, or an Influencing variable has an influence on a Dependent entity, Dependent situation,  or a Dependent variable'?",Correct
1773741177739klhls25vgnq,Are sweater from clothes that can have upper?,Correct
1773741177739342kbznrd6u,Is 'grip' associated with 'finger'?,Correct
17737411777394tkcmi4clus,Are kitten from animals that are related with collar?,Correct
1773741177739fo030ajfr0o,Is 'spelling' associated with 'word'?,Correct
1773741177739tnwz1r68fd,"Is 'expensive' associated with 'luggage, baggage'?",Correct
17737411777397i7wfec0f5j,Are barrelhouse from food that are related with barrel?,Incorrect
1773741177739l1c67zs18m8,"Is 'devote' associated with the frame 'Gusto - A Person has a particular mental state and the ability to engage in an activity with enthusiasm, energy, and positivity'?",Correct
1773741177739o7f4m2web98,Is inside related to outside?,Correct
17737411777392o6qws2fd5w,Are Tundra from vehicles that are pickup truck?,Correct
1773741177739bil4yzdx8ph,Is 'die' associated with the frame 'Fire going out - A Fire goes out'?,Correct
1773741177739t7klpxqjmb8,"Is 'authorization' associated with 'license, permit, licence'?",Correct
1773741177739bg2dmgm8eqr,Is financial reporting related to treasurer?,Correct
1773741177739liiaq88r59c,Are cask from containers that can have tap?,Correct
1773741177739qs8yralmjbh,Is 'pulverization' associated with the frame 'Ground up - In this frame a Patient is in a state of having been broken into smaller pieces'?,Correct
17737411777394982q98xba8,Is 'circle' associated with the frame 'Interior profile relation - A Figure is located in the interior (the Profiled region--see Locative relation frame) of the Ground'?,Correct
1773741177739xw70v9689xf,Is 'urgent' associated with the frame 'Attention getting - This frame covers terms used to get someone'?,Correct
177374117773912zusy65gv69,Is 'displacement' associated with the frame 'Removing scenario - The abstract scene in which an Agent affects a Source and a Theme so that the Theme ends up not co-located with the Source'?,Correct
1773741177739qflbelrc55,Is anniversary related to occasion?,Correct
1773741177739lo0e0fxq08,Is 'annual' associated with the frame 'Event - An Event takes place at a Place and Time'?,Correct
1773741177739625gervffxg,Are golden from animals that are Golden Retriever?,Correct
1773741177739r13dsmlp1zq,Is cool related to cellar?,Correct
1773741177739xlghijs115,"Is 'exponential' associated with 'ratio, rate'?",Correct
17737411777395wu0b786r2b,Is sea related to squilla?,Correct
1773741177739le7ca2rrkm,Is 'ample' associated with the frame 'Abundance - The Quantity of a Collection occurring in a Place has a particular Measure'?,Correct
1773741177739ckiinaadimq,Is concrete related to krettnichite?,Incorrect
1773741177739zwdip2116m8,Is 'massive' associated with 'mass'?,Correct
1773741177739o4meroarlh,Is cup used for serving?,Correct
1773741177739l260fbqyyha,Is 'groundbreaking' associated with the frame 'Achieving first - A Cognizer introduces a New idea into society'?,Correct
1773741177739a6rktvpgi4s,"Is 'composer' associated with 'music director, director, conductor'?",Correct
1773741177739m0fmskislag,Is 'resign' associated with the frame 'Change of leadership - This frame concerns the appointment of a New leader or removal from office of an Old leader'?,Correct
1773741177739q5hwkpdqjf,Is appointment book used for appointment management?,Correct
17737411777397xnzrxey7dk,Are Pinot Noir from food that are table wine?,Correct
17737411777396gcp38g0ixy,"Is 'sailor' associated with 'voyage, journey, ocean trip'?",Correct
1773741177739wbyvcothcj,Are gnats from animals that are grouped in swarm?,Correct
1773741177739fznngcyjire,Is marine organism related to incrustant?,Incorrect
1773741177739rw9lbvhtef,"Is 'restrain against' associated with the frame 'Immobilization - The Agent immobilizes a Patient optionally,  to an Anchor'?",Correct
1773741177739b3sbgrftf3u,Is 'definitive' associated with the frame 'Legal rulings - An Authority with the power to make decisions hands down a Finding over a question presented in a formal or informal Case'?,Correct
1773741177739bk7apmr55zu,Is optics related to light?,Correct
1773741177739fjqox2zli4,"Is 'mark' associated with 'minute, moment, instant'?",Correct
1773741177739bcbg217g0fi,Are Trichocerca from animals that are rotifer?,Correct
1773741177739hiqsea0m9ge,"Is 'hardwood' associated with 'timber, lumber'?",Correct
177374117773951xg0t3htc6,Is planet used for solar system?,Incorrect
17737411777398xyl6jvn0yj,Are spray gun from appliance that can have sprayer?,Correct
1773741177739nwgkbwr468o,Is receiving degree used for entering the workforce?,Correct
1773741177739cu9f77kfrt8,"Is 'mitigate' associated with the frame 'Presentation of mitigation - A  Mitigating situation is presented as occurring against the backdrop of a more preferable situation and a less preferable situation that, while expected, feared, or hoped for, did not or will not occur; the Mitigating situation is thus, so to speak, sandwiched between a better and a worse situation, both of which are relevant in the discourse'?",Correct
1773741177739c4nab8ams3,Are fish from animals that can swim?,Correct
1773741177739hi3fm6n3pze,"Is 'detailed' associated with 'written report, report, study'?",Correct
1773741177739xaca6zgwde,"Is 'brave' associated with the frame 'Rising to a challenge -  A Protagonist, by exerting great effort, comes to meet the pre-conditions for participating in an Activity that is judged to be difficult for them to participate in, either due to their inherent properties or due to temporary Circumstances'?",Correct
1773741177739mpmpxqbqz4,Is 'listener' associated with the frame 'Communication means - This frame concerns Communicators communicating with each other with the aid of a Means of communication such as a telephone'?,Correct
17737411777398i8a19igjon,Are boat from vehicles that can have shroud?,Correct
17737411777397kjpciee1qg,Is graphite pencil used for writing on paper?,Correct
1773741177739wdnbd5gd1o,Are tow truck from vehicles that are towboat?,Incorrect
1773741177739yv9cr1nd8z9,Are bass guitar from instruments that sound deep?,Correct
1773741177739hhmt9qj3ukp,"Is 'hidden' associated with the frame 'Obscurity - An Entity is obscure, unnotable, and in general little-known'?",Correct
1773741177739wkee2s19v5s,"Is 'tonal' associated with 'tonogenesis, tone, tonal language'?",Correct
17737411777390uw22ml2tpt,Is 'consciousness' associated with the frame 'Awareness status - Some Content is part of the mental model of a Cognizer'?,Correct
1773741177739e7t5hluostk,"Is 'courageous' associated with the frame 'Freeing from confinement - An Agent causes a Theme which was held captive to be free from a Location of confinement, against the wishes of the captors'?",Correct
17737411777390tdjjsd7bcme,Is cryptocurrency wallets related to eos?,Incorrect
1773741177739v0jslf7xfx,Is cereal milk related to cereal?,Correct
1773741177739vuxp665l1tn,"Is 'determining' associated with 'factor, influence'?",Correct
1773741177739jp7mgshky9l,"Is 'preliminary' associated with 'preparation, readying'?",Correct
1773741177739cqk4azl0rru,Is earthquakes related to hayward?,Incorrect
1773741177739rz8tel4vfkm,Is 'truth' associated with the frame 'Candidness - This frame contains adjectives and nouns that describe the truth or sincerity of communication'?,Correct
1773741177739f3uyvziyuzp,Is dining room used for dinner parties?,Correct
1773741177739gbphydvodqc,"Is 'foyer' associated with 'threshold, door, doorway'?",Incorrect
1773741177739l0ef1o7r1dl,Are window from appliance that can be made of glass?,Correct
1773741177739gj1k6ff1rxc,Are dome from appliance that can be found or used in planetariums?,Correct
1773741177739uj77jmcro4e,"Is 'detailed' associated with 'listing, list'?",Correct
1773741177739g53cnjm88ml,Is 'synthesize' associated with the frame 'Artificiality - An Entity is evaluated for whether or not it belongs to a particular Reference category in a context where its category membership is doubtful'?,Correct
17737411777395md2kvqp1cc,Is inheritance disputes related to escheat?,Correct
1773741177739xx6zbtvnsin,Is 'direct' associated with the frame 'Aiming - An Agent adjusts an Instrument to enable it to interact directly with a difficult-to-access Target location'?,Correct
1773741177739xvpkkophohq,Are deuce coupe from vehicles that are hot-rod?,Correct
1773741177739m7mm7kbw3gn,Is 'device' associated with the frame 'Artifact - An Artifact is deliberately made or modified by an intelligent entity to be put to a certain kind of Use'?,Correct
1773741177739zl7gn4suftq,"Is 'evaluation' associated with 'comparison, comparing'?",Correct
1773741177739l2i86memq3,"Is 'exhaustive' associated with 'listing, list'?",Correct
1773741177739f4gv20d4knk,Is 'operate' associated with 'system'?,Correct
17737411777393vb3hy2cyf9,"Is 'investment' associated with 'risky venture, escapade, adventure'?",Correct
1773741177739n8eldt4b16,Are decor from home that can be found or used in venues?,Correct
1773741177739xo8tpyb7k29,"Is 'future' associated with 'future, time to come, hereafter'?",Correct
1773741177739h5kherjaqnt,Is 'designated' associated with the frame 'Representative - A Representative is authorized by a Represented to communicate on behalf of the Represented'?,Correct
1773741177739spdymec4vub,Are cow from animals that can have collar?,Correct
1773741177739ufyp4i9drds,Are rocket from vehicles that are self-propelled vehicle?,Correct
177374117773986mc2jmroz8,Is child used for childhood trauma?,Incorrect
177374117773909oqxcnf0x7h,Is 'functional' associated with the frame 'Function - An Entity is designed for or exists to perform an Activity or fulfill a Role'?,Correct
1773741177739pehqdpqd1s,Is 'tentative' associated with the frame 'Estimated value - A Cognizer has carried out an approximate calculation or considered some Evidence and produced an approximation of the Value of a feature of an Item'?,Correct
1773741177739cgqnxysmp3j,Are cucumber from food that are gourd vine?,Correct
1773741177739de0pirx3b66,"Is 'speculate' associated with 'rumour, rumor, hearsay'?",Correct
177374117773903wwsei816s7,Are elephant from animals that can have head?,Correct
1773741177739xh5xsnn4ocb,Is 'consumable' associated with the frame 'Expend resource - An Agent uses a Resource which is consumed and unavailable for future use'?,Correct
1773741177739qt43tozz4i,Are Ponni from food that are Indian rice?,Correct
1773741177739ygxkvl8uklq,"Is 'handover' associated with the frame 'Pre giving - The stage of giving just before the Donor discontinues possession of the Theme, yielding it to the Recipient'?",Correct
1773741177739mo1m35n7bgq,Are bass clef from instruments that sound deep?,Incorrect
17737411777394uparidz5bj,Is 'chapter' associated with 'book'?,Correct
17737411777398yl260szbv5,"Is 'beautiful' associated with the frame 'Physical artworks - A physical object, the Artifact, is produced by a Creator to stimulate the perceptions, emotions, or cognition of an audience'?",Correct
17737411777394m8jxaj4qwa,Is 'symbolic' associated with the frame 'Representing - An Entity represents some Phenomenon through its existence and/or defining characteristics'?,Correct
17737411777396rgiegblv2b,Are leash from animals that are related with collar?,Correct
1773741177739na9ghow33c9,Is miming related to charade?,Correct
17737411777394bykpyttomc,Is time's arrow related to arrow of time?,Correct
1773741177739bkfbnx66ond,Are blender from appliance that can be found or used in kitchens?,Correct
1773741177739g0irm885s26,Are shirt from clothes that are white?,Correct
1773741177739711obnjdxvh,Are Kohlrabi from food that are crucifer?,Incorrect
17737411777398o4zj680w6r,Is 'tally' associated with the frame 'Adding up - A Cognizer computes a Result on the basis of input Numbers by addition'?,Correct
1773741177739cynbfwzhbql,Is mystery related to fathom?,Correct
1773741177739a984y9elyf9,"Is 'strong' associated with 'military man, man, serviceman'?",Correct
1773741177739kotqmvgwcuq,Is wan related to pale?,Correct
1773741177739ycvyh4uy6l,Is 'evaluation' associated with the frame 'Operational testing - A Tester uses a concrete or conceptual Product in order to determine either whether it works or to find out how well or in which manner it works'?,Correct
1773741177739wfbcw9cxjo,Is mob psychology related to crowd psychology?,Correct
1773741177739t3agepgsvgh,"Is 'found' associated with 'ground, basis, footing'?",Correct
1773741177739wv5lb2mv3xp,Are jeep from vehicles that can have winch?,Correct
1773741177739wd5qgl4hq4d,Are defender from home that are used for guard?,Correct
17737411777399ywg89nzicr,Is harmful related to contaminate?,Correct
1773741177739b6rqwhsspbs,"Is 'winding' associated with 'route, road'?",Correct
1773741177739csbvm2h2o2,"Is 'domestic' associated with 'mercantilism, commercialism, commerce'?",Correct
1773741177739zjpdtcmbkmr,Is purse used for fashion accessory?,Correct
1773741177739xw2rr2g877a,"Is 'comparison' associated with 'order of magnitude, order'?",Correct
1773741177739nous9aqd49,Are candy from food that can be sugary?,Correct
1773741177739hzbkdrr86k,Are blouse from clothes that can be made of viscose?,Correct
1773741177739rr58sxj66p,Is hanging out at bar used for drinking?,Correct
1773741177739wdxd2m1jwn8,Is 'momentum' associated with the frame 'Cause to continue - An Agent or Cause causes a Process or State to continue'?,Correct
1773741177739r1q2h2z0oj,Are suit from clothes that are tweed?,Correct
1773741177739u0omulvwvye,Is job related to interview?,Correct
1773741177739tgwgrzure3c,Is 'colorful' associated with 'garden'?,Correct
1773741177739vsnj679opvp,"Is 'regulate' associated with the frame 'Government institution - The Institution is an organization which is part of a government, the Purpose of which is to provide a service or fulfill a role designated by the government'?",Correct
17737411777396h7tdonpgfp,Are viola da gamba from instruments that can have violin bow?,Correct
1773741177739annyta3qn6,Is animal rights related to animal welfare?,Correct
1773741177739rn9qowngwv,Are Yellowjacket from animals that are hymenopteran?,Correct
1773741177739ilsfeb3q1dr,Is 'transportation' associated with the frame 'Infrastructure - A group of entities exist (as an infrastructure) such that a particular type of Activity is either enabled or facilitated'?,Correct
1773741177739detrqn4nv6r,"Is 'classify' associated with 'level, degree, grade'?",Correct
177374117773946gj2u9ka7f,Are pea crab symbiosis from animals that are pea crab?,Correct
1773741177739lm6e8uy98o,Is hanging out at bar used for playing games?,Correct
177374117773980qm7fi6uz2,Are goblets from home that can clink?,Correct
1773741177739b8uwdkhicyg,"Is 'reinforcement' associated with the frame 'Cause change of strength - An Agent causes a Patient to be more strong, often resulting in something that is more secure and safe'?",Correct
1773741177739uw83pat3gw,Are Owl Monkey from animals that are peeper?,Correct
1773741177739q84c138v5xc,Is 'showering' associated with the frame 'Cause to be wet - An Agent causes a Patient to be wet with a Liquid'?,Correct
17737411777390lmgbh27hpzp,"Is 'local' associated with the frame 'People by origin - This frame contains  words for individuals, i'?",Correct
1773741177739g23t4tczyea,Are cornstarch from food that are related with corn?,Correct
1773741177739z3hneympaji,Are tuna from food that are salad nicoise?,Correct
17737411777390uu1egkys76,Is chinese restaurant used for cultural experience?,Correct
1773741177739837ztkxmf5x,"Is 'erratic' associated with 'move, movement, motion'?",Correct
1773741177739z01th1r7ibd,Are helmet from artifacts that are headgear?,Correct
17737411777391huopn0mt8s,Is sea related to seaman?,Correct
1773741177739x66a9y9v8dn,Is 'wavelengths' associated with 'spectrum'?,Correct
