Item ID,Content,Annotation
1773741138410pha3tz4byuj,"Is 'homemaker' associated with 'wife, spouse, married woman'?",Correct
1773741138410tcou6m2w9e,Are bus from vehicles that are used for ride?,Correct
17737411384105hmlunak802,"Is 'commit' associated with the frame 'Committing crime - A Perpetrator (generally intentionally) commits a Crime, i'?",Correct
1773741138410c23fuafefxd,Is restaurant table used for serving meals?,Correct
17737411384101vhtlppaamw,Are air conditioner from appliance that are set?,Correct
17737411384105be19yfljo9,"Is 'select' associated with the frame 'Clothing - This frame refers to clothing and its characteristics,  including anything that people conventionally wear'?",Correct
1773741138410p244xvf4jir,"Is 'grammar' associated with 'linguistic communication, human language, language'?",Correct
17737411384104r04t1ij0xq,Is 'efficient' associated with the frame 'Function - An Entity is designed for or exists to perform an Activity or fulfill a Role'?,Correct
1773741138410ytps7s6pdum,"Is 'permission' associated with the frame 'Deny or grant permission - In this frame, an Authority allows a Protagonist to know (in some way) that they may or may not engage in an Action'?",Correct
17737411384102f8z0wxv8lf,Are blue-veined cheese from food that are bleu?,Correct
1773741138410zj8dp2gyedd,"Is 'evolve' associated with 'life, living, animation'?",Correct
1773741138410i6kr05pznn,"Is 'framework' associated with 'situation, position, set up'?",Correct
1773741138410i61qh7iv7w,Are wooden flooring from home that can be brown?,Correct
17737411384101q88knv56bw,Is deli used for choosing salads?,Correct
17737411384108krt1h4pcbu,Is order related to fifth?,Correct
17737411384104k9unk44ywv,Is explosive used for demolition?,Correct
1773741138410dvuobpzroed,Is 'assess' associated with 'lesson'?,Correct
1773741138410m261ipvzfqh,Are Cork insulation from instruments that can be made of cork?,Correct
1773741138410uw6f4gv2o4p,Is 'integral' associated with the frame 'Be subset of - A Part is considered to be a member of the set described by the Total'?,Correct
1773741138410kaeklvaioqf,"Is 'parade' associated with the frame 'Mass motion - A Mass theme, generally made up of many individuals, moves from a Source to a Goal with some Path'?",Correct
1773741138410lplj9tizre,"Is 'accurate' associated with 'profil, profile'?",Correct
1773741138410b7ux1xzr4hv,Is compassion related to affection?,Correct
1773741138410mrsahlk5xaa,Are melodica from instruments that are used by buskers?,Correct
1773741138410xjdm7xzatkp,"Is 'rocky' associated with 'dirt, ground, soil'?",Correct
177374113841095t49ye6zra,"Is 'dense' associated with 'viscosity, viscousness'?",Correct
1773741138410i44uuxj1nl9,Are electrical from home that are construction?,Incorrect
1773741138410bhz5tv4lx9s,Is 'government' associated with 'society'?,Correct
1773741138410mzznkjyfch,Are katydid from animals that are orthopterous insect?,Correct
1773741138410rygrwyceirk,Is 'budget' associated with 'cost'?,Correct
1773741138410j2dm04vzg1,Is 'embody' associated with the frame 'Artistic style - This frame contains LUs that express the Form which a piece of Artwork represents'?,Correct
1773741138410grjm357vb3w,Are mango from food that can be ripe?,Correct
1773741138410eeg18ha55x,Is Libraries related to alexandrianism?,Correct
177374113841037kcg3d4gvi,Is 'discover' associated with 'heritage'?,Correct
1773741138410nkr4pk682t8,Are chalet from home that can have wall?,Correct
1773741138410glcqtac9i0l,Are Ruffled shirt from clothes that are evening shirt?,Correct
1773741138410d8m0d434c2f,Is 'liar' associated with the frame 'Intentional deception - A Deceiver performs some action so that the Victim ends up with an incorrect understanding about some Topic'?,Correct
17737411384104qnom10mbv,Is 'assess' associated with 'accreditation'?,Correct
1773741138410ktpg4eq6pie,Is posture related to whole footed?,Correct
1773741138410qbg7cqvaf4r,"Is 'bend' associated with the frame 'Path shape - The words in this frame describe the ""fictive"" motion of a stationary Road'?",Correct
1773741138410cwpbspjfgow,Is record library used for genealogical tracking?,Correct
1773741138410p0n4wpvdpvo,Is 'demand' associated with 'fee'?,Correct
1773741138410pep3fxey1q,"Is 'natural' associated with 'ontogenesis, growth, ontogeny'?",Correct
1773741138410tpxf2un1nt,Is summer related to fraise?,Incorrect
17737411384104tn7xgwm5aj,Is 'distribute' associated with the frame 'Removing scenario - The abstract scene in which an Agent affects a Source and a Theme so that the Theme ends up not co-located with the Source'?,Correct
1773741138410x667rltzjhk,"Is 'enumerate' associated with 'listing, list'?",Correct
1773741138410bf2wo2alrvm,Are Rottweiler from animals that are pooch?,Correct
1773741138410gw9riot6ivg,Are hallway from home that are article?,Incorrect
17737411384102gl4hyz8sg,Are banner from artifacts that can be made of cloth?,Correct
1773741138410mhw9s0jwvr,Is olfactory receptors related to nose test?,Correct
1773741138410rhvobtk921a,Is erection related to glans?,Correct
1773741138410grolmn6vmp6,Is pocket notebook used for jotting down ideas?,Correct
1773741138410t2ku9vtvr1e,Is special related to occasion?,Correct
1773741138410b5hdlx3q4mf,Is diminishing own hunger used for managing calories?,Correct
177374113841074a430urwzt,Is accordian bag used for collecting coins or stamps?,Correct
1773741138410n82yp1tjm5,Is 'daredevilry' associated with the frame 'Daring - An Agent performs some Action which is considered imprudent'?,Correct
1773741138410szjivdy66td,"Is 'culture' associated with 'custom, tradition, heritage'?",Correct
17737411384109w0ol62ahui,"Is 'permanent' associated with 'employ, occupation, employment'?",Correct
1773741138410yn3c5ixnr3o,Is literature used for language development?,Correct
1773741138410v8j23a0v1lc,Is fulfillment related to have it made?,Correct
1773741138410ox38g5erk8q,Is 'group' associated with the frame 'Left to do - A Process of using or modifying is scheduled to be applied to a group or mass'?,Correct
1773741138410j3nppynskmq,Is 'dub' associated with the frame 'Being named - This frame concerns entities conventionally being referred to by particular names'?,Correct
17737411384101rawv93dvhr,Are scooters from vehicles that can have chain guard?,Correct
1773741138410s6e4zva0fw,Are drums from instruments that can have or be used with foot?,Correct
1773741138410fejj4x61v5l,Are awl from tools that can be triangular?,Correct
1773741138410b2d8976yf6,Is juice related to pineapple?,Correct
17737411384104d2mgh0f9dh,Is 'happy' associated with 'birthday'?,Correct
1773741138410kiyeu790msj,Is bay used for marine research?,Correct
17737411384101et4j2kjogv,Is 'align' associated with the frame 'Be in agreement on assessment - The Cognizers have a similarity (or dissimilarity) in their Opinion'?,Correct
177374113841016vrp0nlyx5,"Is 'trustee' associated with 'owner, possessor'?",Correct
1773741138410oo9t5ctp5l8,"Is 'invest' associated with 'capital, real capital, working capital'?",Correct
17737411384107s58o3og7kg,Is hiking used for bird watching?,Correct
1773741138410euipcpoaywn,Are Pollinator from animals that are leaf-cutting bee?,Correct
1773741138410htfe1tbt04a,"Is 'standard' associated with 'instance, model, case'?",Correct
1773741138410xbc6i9lmgfi,Are Blackburn Buccaneer from vehicles that are bomber?,Correct
17737411384108890p97d9iy,Are statues from artifacts that can be resistant?,Correct
1773741138410897fvu96ad9,Are carboy from containers that can have tap?,Correct
17737411384104ate8sx8dtw,Is 'postpone' associated with the frame 'Holding off on - An Agent decides temporarily not to perform a Desirable action or not to interact with a Salient entity'?,Correct
177374113841054v8i7qj49s,"Is 'intense' associated with 'spirit, feel, flavor'?",Correct
1773741138410t92p6vhagh,Is ottoman used for cushion?,Correct
1773741138410s9mzidgsjj,Is comforting friend used for being non-judgmental?,Correct
17737411384104fe7qpzx42k,Is 'salty' associated with 'sea'?,Correct
1773741138410c4vusrewckc,Is 'evaporate' associated with the frame 'Being dry - An Item is in a state of dryness'?,Correct
1773741138410gmpu55zijne,"Is 'ongoing' associated with the frame 'Employment continue - This is a non-perspectivized frame representing the middle stage of the Employment scenario, in which there is a stable employment relationship between the Employee and the Employer'?",Correct
17737411384101c583xbtfce,Is 'anticipate' associated with the frame 'Expectation - Words in this frame have to do with a Cognizer believing that some Phenomenon will take place in the future'?,Correct
1773741138410jknw5f5mbfi,Is shrimp related to shrimp toast?,Correct
1773741138410oha40ri6z6,Are gambeson from artifacts that are armor plating?,Correct
1773741138410ze78ae3n8v,Is 'hemostat' associated with the frame 'Medical instruments - This frame includes words for medical instruments--i'?,Correct
17737411384106s7jorpgfwx,Is learning language used for education?,Correct
1773741138410fvzmmdtf3ca,"Is 'interrogation' associated with 'detective, police detective, investigator'?",Correct
1773741138410vqx3e923ymr,Is Self-Preservation related to conatus?,Correct
17737411384102xeu5y6jh3d,"Is 'small' associated with 'lungs, lung'?",Correct
1773741138410hf6us7u7ahv,Is 'sprawling' associated with 'estate'?,Correct
17737411384101r9lotcgaf1,Is 'bony' associated with 'jaw'?,Correct
1773741138410kmn1fk6juk,Are deep-sea king crab from animals that are Paralithodes camtschatica?,Correct
1773741138410dzcskd4ssp8,Is wagon used for carrying passengers?,Correct
1773741138410cefvp4ieays,Is trail related to mount?,Correct
1773741138410z6vt1j7rqyi,Is 'fee' associated with the frame 'Expensiveness - A Payer gives up (or potentially gives up) the use of an Asset (generally money) in order to achieve an Intended event'?,Correct
17737411384100tenwlwycny,Is 'contrast' associated with the frame 'Foreign or domestic country - A Current country is identified as matching or not matching the instance of the Discourse salient country'?,Correct
1773741138410zrs18kz9f78,Are oat bread from food that are loaf?,Correct
1773741138410e399mjlzsej,Is denim used for textile?,Correct
1773741138410o0wk05cvqm,Is communication related to middleware?,Correct
1773741138410ib2cgsgs38q,Is cloth used for crafting curtains?,Correct
17737411384103bzlxu7aw3,Are whole wheat pita from food that are whole wheat bread?,Correct
1773741138410xrivhd4gd4r,Is 'plaster' associated with 'ceiling'?,Correct
17737411384103gr3k9nr4jd,Is 'mirror' associated with 'glass'?,Correct
17737411384109no94vpsgja,"Is 'design' associated with 'productivity, productiveness'?",Correct
17737411384105dddml96uzr,Is main artery used for maintaining blood pressure?,Correct
1773741138410iq003syab7k,Are hazelnuts from food that are elk nut?,Incorrect
1773741138410jdgnvn93sg,Are trousers from clothes that are commodity?,Correct
1773741138410imwgjtg1vkm,Is picnic basket used for family and friends gather?,Correct
17737411384104jab3za6zok,Is 'illustrate' associated with 'representation'?,Correct
1773741138410zd5tpm28jy,Is seafood restaurant used for business meetings?,Correct
1773741138410rb591mbzeh,Are groundhogs from animals that can be forage?,Correct
1773741138410bn8ffbyuk4,Are Swans from animals that are used by lovers?,Correct
1773741138410bwjembibffh,Is 'tool' associated with the frame 'Means - An Agent makes use of a Means (either an action or a (system of) entities standing in for the action) in order to achieve a Purpose'?,Correct
177374113841013ngq3c6p3to,Is 'outwit' associated with the frame 'Dodging - A Dodger acts to avoid an oncoming moving Bad entity'?,Incorrect
1773741138410r3gqcedtr1j,Are coif from artifacts that are armour?,Correct
1773741138410k9mlmhq464f,Are Porto from food that are fortified wine?,Correct
1773741138410e698oq4x4af,"Is 'survey' associated with the frame 'Research - A Researcher (an individual a group or institution) attempts to answer a Question by means of consulting literature,  observation, or conducting experiments in a particular Field pertinent to the Question'?",Correct
1773741138410ajmlgu2ukke,Is listening to music used for mood enhancement?,Correct
1773741138410jp11jnkw46,"Is 'billboard' associated with 'advertising, advertisement, publicizing'?",Correct
17737411384100ityy6071hc4,Are giraffe from animals that can have head?,Correct
1773741138410s58gwphid8,Is 'adhere' associated with the frame 'Religious belief - A Believer has faith in a piece of Content or an Element  which fits into a religious belief system made up of many articles of faith'?,Correct
1773741138410nl3h34xwi5,Is 'allied' associated with the frame 'Come together - In this frame a group of Individuals meet to form a Configuration'?,Correct
17737411384107acv76upd0j,"Is 'navigate' associated with 'seaport, harbor, haven'?",Correct
1773741138410bbh2d3jgop7,Is 'microscopic' associated with 'atom'?,Correct
1773741138410pgq7geb7ve,Is ocean related to waterspout?,Correct
1773741138410mer40g9idcj,Is recursion related to cons?,Correct
1773741138410ofsa6y05bi8,Is 'sophisticated' associated with the frame 'Gizmo - This frame contains general words denoting equipment where the Use or purpose is not specified by the lexeme but (typically) by a separate expression'?,Correct
1773741138410w3wtx9pkxke,"Is 'systematic' associated with the frame 'Research - A Researcher (an individual a group or institution) attempts to answer a Question by means of consulting literature,  observation, or conducting experiments in a particular Field pertinent to the Question'?",Correct
1773741138410isux4bgc3mh,Is dialect related to ling?,Correct
17737411384104by44jo1er3,"Is 'code' associated with the frame 'Law - A Law regulates activities or states of affairs within a Jurisdiction, dictating what Required states should be the case and what Forbidden states should not'?",Correct
1773741138410wq8f21b36ts,Is 'unyielding' associated with 'desire'?,Correct
1773741138410ntycgzsn0a,Is train station used for restrooms and lounges?,Correct
1773741138410r9tje73j1b,"Is 'alarm' associated with the frame 'Firefighting - This frame characterizes the situation or state of affairs in which someone acts to prevent a Fire disaster from occurring, accelerating, or affecting any area not identified as a Controlled area'?",Correct
17737411384107xr01cso45y,Are plum from food that can have skin?,Correct
1773741138410vz08dt27cyk,"Is 'rounded' associated with 'curve, curved shape'?",Correct
1773741138410a1djv7vscfh,Are pickaxe from tools that can have shank?,Correct
17737411384109y2osta20oc,Are air conditioner from appliance that can be long?,Correct
1773741138410afc59mstqu4,"Is 'reinforcing' associated with the frame 'Rewards and punishments - An Agent (the punisher or rewarder) performs a Response action on an Evaluee for a Reason, the Evaluee'?",Correct
1773741138410zb1w06ccebd,Are coyote from animals that can bark?,Correct
1773741138410l406ribp7ts,"Is 'knowledgeable' associated with 'competency, competence'?",Correct
1773741138410xxqd4oqsegk,Is 'depict' associated with the frame 'Representing - An Entity represents some Phenomenon through its existence and/or defining characteristics'?,Correct
17737411384104x2yatih8sh,Is spellbook related to spell?,Correct
1773741138410qjzs0iqqqf,Is 'different' associated with the frame 'Alternatives - There exist a number of different possible Situations that may happen in the future'?,Correct
1773741138410w89b7th7oi,Is Nobel Prize related to erwin?,Incorrect
1773741138410urfecrctrk,Are cooktop from appliance that can have microwave?,Correct
1773741138410s035qpev3w,"Is 'joyful' associated with 'fun, merriment, playfulness'?",Correct
1773741138410y2psl5hcned,"Is 'emotive' associated with 'actor, role player, histrion'?",Correct
17737411384102pxfmj4jjgt,Is marriage bond related to sister in law?,Correct
1773741138410xvksgz0s2oa,"Is 'fruitful' associated with 'productivity, productiveness'?",Correct
1773741138410uboz1ne7bfg,Are shell from animals that are garden snail?,Correct
1773741138410jtk4vrv8afn,Is 'determine' associated with 'value'?,Correct
1773741138410eah2iyx2tq4,Are ultralight from vehicles that can fly?,Correct
1773741138410lfeaqyaso8e,Is 'instigate' associated with the frame 'Launch process - An Agent acts to begin the life of a Process'?,Correct
1773741138410unz7m9q1s69,"Is 'explain' associated with the frame 'Justifying - An Agent has done or omitted to do an Act or is responsible for the obtaining of a State of affairs, which a Judge deems to constitute a violation of an obligation or a moral guideline'?",Correct
1773741138410awtvwx2r7n9,Is 'distracted' associated with the frame 'Losing track of - This non-lexical frame describes a scenario in which a Perceiver fails to keep sight of a Theme'?,Correct
1773741138410q82rm6hvge,Is Buddhism related to enlightenment?,Correct
1773741138410umhqeea9mda,Is bean used for serving in salads?,Correct
1773741138410wq69qonvip,"Is 'recognize' associated with the frame 'Cognitive impact - A Phenomenon (an external or cognitive event or situation) comes into the awareness of an Experiencer, resulting in a perceptually punctual change in the Experiencer'?",Correct
1773741138410sow2t1xhidk,"Is 'fracture' associated with 'bone, os'?",Correct
1773741138410o0bnyhthl1,Is 'harmonious' associated with the frame 'Gradable artistic quality - This frame contains LUs that ascribe an artistic quality to a work'?,Correct
1773741138410v4e0nx9d7k8,Are bee from animals that are pupa?,Incorrect
1773741138410xwu5ha03upm,Is countryside related to wold?,Correct
1773741138410dib78glqdjg,"Is 'ending' associated with the frame 'Business closure - A business locale, the Entity, ceases to provide services and closes'?",Correct
1773741138410ovwksid99ni,Is clear related to simple?,Correct
17737411384105uzkvgziww5,Is trade winds related to kelvin wave?,Correct
1773741138410kzze7utwbu,Are road train from vehicles that are trailer truck?,Correct
1773741138410s2icx39x5q,Is 'cite' associated with 'article'?,Correct
17737411384102aon8godr4e,Are mopeds from vehicles that are bogey?,Correct
1773741138410e3i73uesbju,Is 'insist' associated with the frame 'Have as requirement - The obtaining of a Requirement state of affairs or the presence of a Required entity is profiled as a prerequisite for the obtaining or occurring of a Dependent state-of-affairs'?,Correct
1773741138410715r3effewc,Is cymbal used for providing rhythm in jazz?,Correct
177374113841071jmbqrzuje,Is viewing film at home used for enjoying a series marathon?,Correct
1773741138410acdi1u3cgqu,Is 'position' associated with the frame 'Placing scenario - This frame represents the abstract scene in which an Agent manipulates a Theme'?,Correct
1773741138410jeebt6k9gs,Is 'reenergize' associated with the frame 'Rejuvenation - The action of an Agent or the occurrence of a Cause event returns an Entity to an earlier  state of vigor and strength'?,Correct
1773741138410jmpuw6nl0n,Are unicycle from vehicles that can have pedal?,Correct
1773741138410adsrk00omad,Is 'cook' associated with 'fish'?,Correct
1773741138410vz93i2w7id,Is 'abdication' associated with the frame 'Change of leadership - This frame concerns the appointment of a New leader or removal from office of an Old leader'?,Correct
17737411384101do74gb7iyz,Is 'count' associated with 'amount'?,Correct
1773741138410t07sojdziq,Is heist related to bust out?,Correct
17737411384107rruar96eou,Is hydration related to water carrier?,Correct
1773741138410b0p4lvuxedd,Is cellar used for canning vegetables?,Correct
1773741138410v5evrfkprte,"Is sewing used for [  ""repairing clothes?",Correct
17737411384105a1g29egxlf,Is 'canyon' associated with 'depth'?,Correct
1773741138410ihugxnla8r8,"Is 'platform' associated with 'network, web'?",Correct
177374113841008g9vqxs6g5q,Is 'documented' associated with the frame 'Documents - Words in the frame refer to any Document that has a legal status or conventional social significance'?,Correct
17737411384108p5q6zhaxrs,"Is 'hearse' associated with 'obsequy, funeral, memorial service'?",Correct
1773741138410moshuri16z,Are Surveillance Vehicle from vehicles that can have radar dome?,Correct
1773741138410fw06ke9us08,Is 'intervene' associated with 'act'?,Correct
17737411384106c0bdzv1ueo,Is 'blockage' associated with the frame 'Process uncompleted state - A Process is in a state where it can no longer be completed'?,Correct
1773741138410zf6ud2eu3g,"Is 'correct' associated with the frame 'Rewards and punishments - An Agent (the punisher or rewarder) performs a Response action on an Evaluee for a Reason, the Evaluee'?",Correct
1773741138410b4vnmwbboxs,Are goose from animals that are oviparous?,Correct
1773741138410aotbfpnorzp,Is 'renunciation' associated with the frame 'Abandonment - An Agent leaves behind a Theme effectively rendering it no longer within their control or of the normal security as one'?,Correct
1773741138410nqb5vk9t75,Is 'definite' associated with 'thing'?,Correct
1773741138410q8wauzqwik,Are grape from food that can be juicy?,Correct
1773741138410ll4kkh9gf6p,Is legal system related to zero tolerance?,Correct
1773741138410hh8px0lydp,Is 'voluminous' associated with the frame 'Dough rising - The LUs of this frame describe a lump of Dough expanding as gas develops inside it'?,Correct
1773741138410tbyz4gs4uf,Are barge from vehicles that are towboat?,Correct
17737411384100pvxwidfiaul,Is 'impediment' associated with the frame 'Difficulty - An Experiencer has an easy or difficult time carrying out an Activity'?,Correct
1773741138410am1541hiq9i,Are corn from food that are cereal?,Correct
1773741138410udlr8va3xot,Is enzymes related to fermentation?,Correct
17737411384104vgs1q3mkx7,Is 'investment' associated with 'exchange'?,Correct
1773741138410tbgyfmre4r,Are harp from instruments that can have violin bow?,Incorrect
1773741138410q2x610ufdx,Is pencil used for shading?,Correct
1773741138410aouafhubmo6,Is walk in closet used for customizable storage solutions?,Correct
1773741138410emfq5c5xmwm,Are cookie from food that can be used for break?,Correct
1773741138410jwxz6qvgor,"Is 'chance' associated with the frame 'Coincidence - A State of affairs (a state or event) either holds or occurs, and is presented as being causally independent of other (implicit) states or events that might otherwise have been expected to be causally related to the State of affairs'?",Correct
1773741138410bwt4sckumvv,"Is 'fidelity' associated with 'blood brother, brother'?",Correct
1773741138410bdvyzx4tld7,Is 'answer' associated with 'response'?,Correct
1773741138410xuf39skdypm,"Is 'official' associated with 'voting, vote, ballot'?",Correct
1773741138410d7ukh9vwiec,Is nitrate related to nitrobacterium?,Correct
1773741138410sw5nviu7dur,Are sugar melon from food that are melon?,Correct
1773741138410cat8uidmqeh,Are mocha from food that are demitasse?,Correct
1773741138410scm1320gq0p,Is distinction related to merit?,Correct
17737411384103fpc3swyp02,Is 'sustainable' associated with the frame 'Businesses - A Proprietor owns or runs a Business which provides a Product (which may be goods or services)'?,Correct
1773741138410gu3yzm9ae3i,"Is 'plight' associated with 'wretchedness, miserableness, misery'?",Correct
1773741138410tqb30e4j3y8,Are banjo from instruments that are used by buskers?,Correct
1773741138410h0zrp3us5lu,Is 'gorilla' associated with 'monkey'?,Correct
177374113841031grjuff2jx,Are Museum piece from vehicles that are hangar queen?,Incorrect
1773741138410yet4s7axu9,"Is 'strategic' associated with the frame 'Project - An Agent, which may be an individual or group, is engaged in a complex Activity'?",Correct
17737411384103d9cd2btx9d,"Is 'defensive' associated with the frame 'Military - Some Possessor, either a nation, institution, or private individual, controls a Force whose primary functions to defend the Possessor (or, in the case of an institution or individual, some area of land significant to them) and to carry out offensive actions for the Possessor'?",Correct
1773741138410xkp5zdnw56d,Are epiphyte-dwelling thrips from animals that are thysanopter?,Correct
17737411384105zqxbumpbdm,Are kamut from food that are hard wheat?,Correct
17737411384107dd2xm1mjjs,"Is 'dynamic' associated with 'culture, acculturation'?",Correct
1773741138410qciog02tvab,Is learning language used for career advancement?,Correct
1773741138410tektoe92xa,Is 'suggest' associated with the frame 'Alternatives - There exist a number of different possible Situations that may happen in the future'?,Correct
1773741138410v55wzgi9ki8,"Is 'termination' associated with the frame 'Employment scenario - An Employee and Employer enter into an employment relation, wherein the Employee remains employed for some Duration of time, and finally the relationship ends either by the Employee leaving the job or the Employer letting go (or firing) the Employee'?",Correct
1773741138410nxo443hblr,Is waiting on tables used for restaurant service?,Correct
177374113841016nkbgoot5,Is underground map used for urban planning?,Correct
1773741138410jbw90rgckw,Are chokha from food that are prairie gourd?,Incorrect
1773741138410lj3y47w13sm,"Is 'inspire' associated with the frame 'Emotions success or failure - A Topic or Stimulus fails or succeeds at causing an emotion in an Experiencer, which is conveyed by an Expressor or manifested in a State or description of an Event'?",Correct
1773741138410qlb06xh2jb,Is depression related to miserable?,Correct
17737411384101aoeu92j6k,Is pronoun related to it?,Correct
1773741138410x6fh13nyov,Are whale from animals that can swim?,Correct
1773741138410xlpe67nzah,Are loafers from clothes that can have innersole?,Correct
1773741138410hd3dyn25tys,Is cogitating used for introspecting?,Correct
1773741138410z4rtsjsn6w,Are rodent prevention from tools that are related with rod?,Correct
17737411384109vmb0bzth3a,Are coupe from vehicles that are automotive vehicle?,Correct
1773741138410ghawxszryn,Are Pongal from food that are Indian rice?,Correct
1773741138410809mf425ba,Is doll used for gift giving?,Correct
1773741138410bxz2whkicwb,"Is 'foresight' associated with 'horizon, purview, view'?",Correct
1773741138410c0py82d1ut7,Is 'sensitive' associated with the frame 'Response scenario - A Trigger elicits a Response by some Responding entity or an Agent'?,Correct
1773741138410p67iw6hcizc,Are milk from animals that can be drink?,Incorrect
1773741138410vmjwjeg3jqm,Is 'interaction' associated with the frame 'Cotheme - This frame contains words that necessarily indicate the motion of two distinct objects'?,Correct
1773741138410m7tc80mslwo,Are planes from vehicles that can be white?,Correct
1773741138410a5yw4cplyta,"Is 'layout' associated with 'design, plan'?",Correct
1773741138410zlgtnhnh0c,Is disconnected related to independent?,Correct
1773741138410u6bx9ph6388,Are Wool Pea Coat from clothes that are pea jacket?,Correct
1773741138410c2ym4zc6946,Is 'election' associated with 'governor'?,Correct
1773741138410r7i97k6cuka,Are RVs from vehicles that are used for rental?,Correct
177374113841077u9yjmwpyo,"Is 'comprehend' associated with the frame 'Reading activity - A Reader visually examines a Text, typically in a linear order, to understand its content'?",Correct
17737411384104v84lnxbnzm,Is science related to not even wrong?,Correct
17737411384107qzfaz4b953,Are cottage cheese from food that are cottage cheese?,Correct
1773741138410skcgovz8n5n,Is 'paragraph' associated with 'sentence'?,Correct
177374113841038febbrc6ln,Are amphibious assault ship from vehicles that are used by navies?,Correct
1773741138410npapgi2ugx,"Is 'educate' associated with 'parent, parenthood, parents'?",Correct
17737411384107wyceynw7ps,Is 'thrive' associated with the frame 'Biological entity - The LUs in this frame refer to biological entities labeled by the FE Organism'?,Correct
17737411384106zijneiiidd,"Is 'quadcopter' associated with 'quad, space'?",Correct
1773741138410ho90jtxr1qh,Is 'disengaged' associated with the frame 'Breaking off - An single Subpart breaks off from a Whole'?,Correct
1773741138410a7x65fkzaqf,Is 'plundering' associated with the frame 'Robbery - These are words describing situations in which a Perpetrator wrongs a Victim by taking something (Goods) from them'?,Correct
17737411384105mtjas70m8u,"Is 'devastating' associated with the frame 'Fire burning - A Fire burns Fuel, resulting in damage and possibly complete destruction of the Fuel'?",Correct
1773741138410papggppkwgf,Is judging used for determining guilt or innocence?,Correct
1773741138410oumba6optcb,"Is 'mix' associated with 'air, atmosphere'?",Incorrect
1773741138410bulpctgcd7,"Is 'definite' associated with 'sign, signaling, signal'?",Correct
1773741138410nrqbjidqeh,Is 'harvest' associated with the frame 'Food gathering - A Gatherer removes Crop ripe and ready to an accepted degree'?,Correct
1773741138410do0irdgqpeb,"Is 'implement' associated with 'modus operandi, routine'?",Correct
17737411384108j513kgwhvw,Are apron from clothes that are used for gardening?,Correct
1773741138410kkeltza30i,"Is 'senior' associated with 'grandma, grandmother, grannie'?",Correct
1773741138410zpjneeps0v,"Is 'copulate' associated with the frame 'Biological urge - An Experiencer is in a State where a biological urge is signaling the need to perform a certain action such as eating, drinking, stopping exertion, sleeping, regurgitating, or having sex'?",Correct
1773741138410lyulxjcqyr,"Is 'standardized' associated with 'codification, code'?",Correct
1773741138410z3dym93mlt,Is cultural heritage related to shaanxi?,Correct
1773741138410qkhbrtmtz2,"Is 'stream' associated with the frame 'Mass motion - A Mass theme, generally made up of many individuals, moves from a Source to a Goal with some Path'?",Correct
17737411384107hgargzvt8n,Are robe from clothes that are bed jacket?,Incorrect
1773741138410k3imruiurws,Are pants from clothes that can have leg?,Correct
1773741138410vf18bkh9n,"Is 'position' associated with the frame 'Being employed - An Employee has a Position doing work in a particular Field, or doing work on a particular Task, for which an Employer gives Compensation to the Employee'?",Correct
17737411384104irjpga7pit,"Is 'imply' associated with 'premise, premiss, assumption'?",Correct
1773741138410gkw3bdjmtb,Are keyboard from instruments that are used by bands?,Correct
1773741138410j0vdw8a85wb,Is 'potential' associated with the frame 'Conditional occurrence - A Consequence is presented as occurring if the Profiled possibility occurs'?,Correct
17737411384100grngnfor0jr,"Is 'determine' associated with 'designation, identification'?",Correct
1773741138410hj1a64d8mmp,Is 'commence' associated with the frame 'Getting underway - A Self mover begins the motion away from a relatively deprofiled Source location'?,Correct
1773741138410okbl6w7vqz,"Is 'spine' associated with 'back, rear'?",Correct
17737411384102u8tpmg2g8k,Is 'project' associated with the frame 'Emanating - In this frame an Emission emanates from a Source along a Path or to a Goal'?,Correct
1773741138410nw2376780to,Is burying cat used for emotional support?,Correct
1773741138410e32gea398dv,Are sloth from animals that are stayer?,Correct
1773741138410v8zkffp46zk,"Is 'momentary' associated with the frame 'Punctual perception - A Perceiver briefly perceives a Phenomenon, often resulting in partial or uncertain perception'?",Correct
1773741138410gsdwfkjw66n,"Is 'divergent' associated with 'deviation, divergence, departure'?",Correct
1773741138410kx0trkm191p,Is file used for encrypting sensitive information?,Correct
17737411384100kigdnd9hh7i,Are microphone from instruments that can be used for press?,Correct
1773741138410688amno8tta,Are spring scale from artifacts that are scale?,Correct
17737411384106kxy2jo5qes,Are skillet from appliance that can have fire iron?,Correct
1773741138410twxd5d2l69o,Is postulate related to supposition?,Correct
1773741138410i58xv6r125a,Are coffee cone from containers that can be conical?,Correct
1773741138410t6lcephblnc,Are Heater from appliance that can have capillary tube?,Correct
17737411384107ielj0fjh7,Are bees from animals that are social insect?,Correct
17737411384109jh6gfc3e5g,Is meatpacking related to smithfield?,Correct
1773741138410n4dqj8ovns,"Is 'compile' associated with 'codification, code'?",Correct
1773741138410ak4fwpam1e,Is 'break' associated with 'piece'?,Correct
1773741138410okycr4nyb,Is 'capable' associated with 'agent'?,Correct
1773741138410ndjebwsjouk,"Is 'assertive' associated with the frame 'Political actions - A less-powerful person or group of people (the Activists) engages in an activity aimed to inconvenience or weaken a more powerful person or group (the Institution) to seek redress, in the form of a series of Demands, for the wrondgoings committed by the Instituion'?",Correct
1773741138410vvohj45pene,"Is 'effective' associated with 'efficaciousness, efficacy'?",Correct
